bird,abundance,img,ebird,wikipedia,allaboutbirds,migration,recording,tags,male,female
Short-billed Dowitcher,--U-FU-,https://upload.wikimedia.org/wikipedia/commons/1/16/Limnodromus_griseus.jpg,https://ebird.org/species/shbdow,https://en.wikipedia.org/wiki/Short-billed_dowitcher,https://www.allaboutbirds.org/guide/Short-billed_Dowitcher/overview,https://www.allaboutbirds.org/guide/assets/photo/31918011-1280px.jpg,https://macaulaylibrary.org/asset/79090111,,,
Long-billed Dowitcher,--R-RUU,https://upload.wikimedia.org/wikipedia/commons/9/92/Limnodromus_scolopaceus_Mike_Baird_crop.jpg,https://ebird.org/species/lobdow,https://en.wikipedia.org/wiki/Long-billed_dowitcher,https://www.allaboutbirds.org/guide/Long-billed_Dowitcher/overview,https://www.allaboutbirds.org/guide/assets/photo/31915921-1280px.jpg,https://macaulaylibrary.org/asset/263152871,,,
American Woodcock,-UUURRR,https://upload.wikimedia.org/wikipedia/commons/0/0c/American_Woodcock_Scolopax_minor.jpg,https://ebird.org/species/amewoo,https://en.wikipedia.org/wiki/American_woodcock,https://www.allaboutbirds.org/guide/American_Woodcock/overview,https://www.allaboutbirds.org/guide/assets/photo/31950411-1280px.jpg,https://macaulaylibrary.org/asset/96879691,,,
Wilson's Snipe,RFU-RFU,https://upload.wikimedia.org/wikipedia/commons/9/9d/Gallinago-delicata-002-cropped.jpg,https://ebird.org/species/wilsni1,https://en.wikipedia.org/wiki/Wilson's_snipe,https://www.allaboutbirds.org/guide/Wilsons_Snipe/overview,https://www.allaboutbirds.org/guide/assets/photo/31913201-1280px.jpg,https://macaulaylibrary.org/asset/94350,,,
Wilson's Phalarope,--R-XF-,https://upload.wikimedia.org/wikipedia/commons/4/4a/Phalaropus_tricolor_-_breeding_female.jpg,https://ebird.org/species/wilpha/,https://en.wikipedia.org/wiki/Wilson's_phalarope,https://www.allaboutbirds.org/guide/Wilsons_Phalarope/overview,https://www.allaboutbirds.org/guide/assets/photo/39427521-1280px.jpg,https://macaulaylibrary.org/asset/162427661,,,
Spotted Sandpiper,--FFFCU,https://upload.wikimedia.org/wikipedia/commons/4/46/Actitis-macularia-005.jpg,https://ebird.org/species/sposan,https://en.wikipedia.org/wiki/Spotted_sandpiper,https://www.allaboutbirds.org/guide/Spotted_Sandpiper/overview,https://www.allaboutbirds.org/guide/assets/photo/31754211-1280px.jpg,https://macaulaylibrary.org/asset/170913191,,,
Solitary Sandpiper,-RU-FFR,https://upload.wikimedia.org/wikipedia/en/f/f0/Solitarysandpiper.jpg,https://ebird.org/species/solsan,https://en.wikipedia.org/wiki/Solitary_sandpiper,https://www.allaboutbirds.org/guide/Solitary_Sandpiper/overview,https://www.allaboutbirds.org/guide/assets/photo/31720481-1280px.jpg,https://macaulaylibrary.org/asset/79091261,,,
Greater Yellowlegs,-UU-UFF,https://upload.wikimedia.org/wikipedia/commons/2/20/Greater_Yellowlegs2.jpg,https://ebird.org/species/greyel,https://en.wikipedia.org/wiki/Greater_yellowlegs,https://www.allaboutbirds.org/guide/Greater_Yellowlegs/overview,https://www.allaboutbirds.org/guide/assets/photo/31758201-1280px.jpg,https://macaulaylibrary.org/asset/105300891,,,
Willet,--X-X--,https://upload.wikimedia.org/wikipedia/commons/2/2c/Catoptrophorus_semipalmatus_edit.jpg,https://ebird.org/species/willet1,https://en.wikipedia.org/wiki/Willet,https://www.allaboutbirds.org/guide/Willet/overview,https://www.allaboutbirds.org/guide/assets/photo/31918621-1280px.jpg,https://macaulaylibrary.org/asset/28983001,,,
Lesser Yellowlegs,-UF-FCU,https://upload.wikimedia.org/wikipedia/commons/a/a3/Lesser_Yellowlegs.jpg,https://ebird.org/species/lesyel,https://en.wikipedia.org/wiki/Lesser_yellowlegs,https://www.allaboutbirds.org/guide/Lesser_Yellowlegs/overview,https://www.allaboutbirds.org/guide/assets/photo/31913331-1280px.jpg,https://macaulaylibrary.org/asset/207171,,,
Bonaparte's Gull,-RU-X-R,https://upload.wikimedia.org/wikipedia/commons/4/4a/Bonaparte%27s_Gull%2C_Whitehorse.jpg,https://ebird.org/species/bongul/,https://en.wikipedia.org/wiki/Bonaparte's_gull,https://www.allaboutbirds.org/guide/Bonapartes_Gull/overview,https://www.allaboutbirds.org/guide/assets/photo/31965071-1280px.jpg,https://macaulaylibrary.org/asset/138200,,,
Franklin's Gull,-----XX,https://upload.wikimedia.org/wikipedia/commons/6/68/Franklin%27s_Gull%2C_Calgary.jpg,https://ebird.org/species/fragul,https://en.wikipedia.org/wiki/Franklin's_gull,https://www.allaboutbirds.org/guide/Franklins_Gull/overview,https://www.allaboutbirds.org/guide/assets/photo/32272771-1280px.jpg,https://macaulaylibrary.org/asset/95141101,,,
Ring-billed Gull,FFFUFCC,https://upload.wikimedia.org/wikipedia/commons/3/38/Larus-delawarensis-021.jpg,https://ebird.org/species/ribgul,https://en.wikipedia.org/wiki/Ring-billed_gull,https://www.allaboutbirds.org/guide/Ring-billed_Gull/overview,https://www.allaboutbirds.org/guide/assets/photo/31503241-1280px.jpg,https://macaulaylibrary.org/asset/78362981,,,
Herring Gull,FFURRUF,https://upload.wikimedia.org/wikipedia/commons/4/43/Larus_smithsonianus-USFWS.jpg,https://ebird.org/species/hergul,https://en.wikipedia.org/wiki/American_herring_gull,https://www.allaboutbirds.org/guide/Herring_Gull/overview,https://www.allaboutbirds.org/guide/assets/photo/68597151-1280px.jpg,https://macaulaylibrary.org/asset/165927,,,
Iceland Gull,XX----X,https://upload.wikimedia.org/wikipedia/commons/d/d7/Larus_glaucoides_IthacaNY.jpg,https://ebird.org/species/y00478/,https://en.wikipedia.org/wiki/Iceland_gull,https://www.allaboutbirds.org/guide/Iceland_Gull/overview,https://www.allaboutbirds.org/guide/assets/photo/83977771-1280px.jpg,https://macaulaylibrary.org/asset/230185,,,
Lesser Black-backed Gull,X------,https://upload.wikimedia.org/wikipedia/commons/5/5e/Larus-fuscus-taxbox.jpg,https://ebird.org/species/lbbgul,https://en.wikipedia.org/wiki/Lesser_black-backed_gull,https://www.allaboutbirds.org/guide/Lesser_Black-backed_Gull/overview,https://www.allaboutbirds.org/guide/assets/photo/34417871-1280px.jpg,https://macaulaylibrary.org/asset/203947851,,,
Glaucous Gull,X-----X,https://upload.wikimedia.org/wikipedia/commons/a/a5/Wiki-shirokamome.jpg,https://ebird.org/species/glagul/,https://en.wikipedia.org/wiki/Glaucous_gull,https://www.allaboutbirds.org/guide/Glaucous_Gull/overview,https://www.allaboutbirds.org/guide/assets/photo/32273581-1280px.jpg,https://macaulaylibrary.org/asset/61432851,,,
Caspian Tern,--F-FFX,https://upload.wikimedia.org/wikipedia/commons/7/72/Sterna-caspia-010.jpg,https://ebird.org/species/caster1,https://en.wikipedia.org/wiki/Caspian_tern,https://www.allaboutbirds.org/guide/assets/photo/32007701-1280px.jpg,https://www.allaboutbirds.org/guide/assets/photo/32007701-1280px.jpg,https://macaulaylibrary.org/asset/246153261,,,
Black Tern,--RFFX-,https://upload.wikimedia.org/wikipedia/commons/5/5e/%C4%8Cor%C3%ADk_%C4%8Dierny_%28Chlidonias_niger%29_a_%284644831482%29.jpg,https://ebird.org/species/blkter/,https://en.wikipedia.org/wiki/Black_tern,https://www.allaboutbirds.org/guide/Black_Tern/overview,https://www.allaboutbirds.org/guide/assets/photo/31956821-1280px.jpg,https://macaulaylibrary.org/asset/44539,,,
Forster's Tern,--R-RR-,https://upload.wikimedia.org/wikipedia/commons/9/90/Forster%27s_Tern.jpg,https://ebird.org/species/forter/,https://en.wikipedia.org/wiki/Forster's_tern,https://www.allaboutbirds.org/guide/Forsters_Tern/overview,https://www.allaboutbirds.org/guide/assets/photo/31918971-1280px.jpg,https://macaulaylibrary.org/asset/170027781,,,
Common Loon,XUR---R,https://upload.wikimedia.org/wikipedia/commons/b/b0/Gavia_immer_-Minocqua%2C_Wisconsin%2C_USA_-swimming-8.jpg,https://ebird.org/species/comloo/,https://en.wikipedia.org/wiki/Common_loon,https://www.allaboutbirds.org/guide/Common_Loon/overview,https://www.allaboutbirds.org/guide/assets/photo/31755041-1280px.jpg,https://macaulaylibrary.org/asset/33842721,,,
Double-crested Cormorant,XFCCCCU,https://upload.wikimedia.org/wikipedia/commons/f/fb/Phalacrocorax-auritus-007.jpg,https://ebird.org/species/doccor,https://en.wikipedia.org/wiki/Double-crested_cormorant,https://www.allaboutbirds.org/guide/double-crested_cormorant/overview,https://www.allaboutbirds.org/guide/assets/photo/31913881-1280px.jpg,https://macaulaylibrary.org/asset/65707121,,,
American White Pelican,-R----R,https://upload.wikimedia.org/wikipedia/commons/3/32/American_White_Pelican.jpg,https://ebird.org/species/amwpel,https://en.wikipedia.org/wiki/American_white_pelican,https://www.allaboutbirds.org/guide/American_White_Pelican/overview,https://www.allaboutbirds.org/guide/assets/photo/31950111-1280px.jpg,https://macaulaylibrary.org/asset/1988,,,
American Bittern,-RRXXR-,https://upload.wikimedia.org/wikipedia/commons/8/8d/Botaurus_lentiginosus_28079.JPG,https://ebird.org/species/amebit,https://en.wikipedia.org/wiki/American_bittern,https://www.allaboutbirds.org/guide/American_Bittern/overview,https://www.allaboutbirds.org/guide/assets/photo/44432681-1280px.jpg,https://macaulaylibrary.org/asset/103214491,,,
Least Bittern,--RRUR-,https://upload.wikimedia.org/wikipedia/commons/2/2c/Ixobrychus_exilis.jpg,https://ebird.org/species/leabit,https://en.wikipedia.org/wiki/Least_bittern,https://www.allaboutbirds.org/guide/Least_Bittern/overview,https://www.allaboutbirds.org/guide/assets/photo/31502231-1280px.jpg,https://macaulaylibrary.org/asset/255557221,,,
Great Blue Heron,UFCCCCF,https://upload.wikimedia.org/wikipedia/commons/6/67/GBHfish5.jpg,https://ebird.org/species/grbher3,https://en.wikipedia.org/wiki/Great_blue_heron,https://www.allaboutbirds.org/guide/Great_Blue_Heron/overview,https://www.allaboutbirds.org/guide/assets/photo/31502661-1280px.jpg,https://macaulaylibrary.org/asset/92488041,,,
Great Egret,XUFFCCU,https://upload.wikimedia.org/wikipedia/commons/7/7b/Great_egret_%28Ardea_alba%29_Tobago.jpg,https://ebird.org/species/greegr,https://en.wikipedia.org/wiki/Great_egret,https://www.allaboutbirds.org/guide/great_egret/overview,https://www.allaboutbirds.org/guide/assets/photo/31918201-1280px.jpg,https://macaulaylibrary.org/asset/203948071,,,
Snowy Egret,----XX-,https://upload.wikimedia.org/wikipedia/commons/f/f9/Egretta_thula_at_Las_Gallinas_Wildlife_Ponds.jpg,https://ebird.org/species/snoegr,https://en.wikipedia.org/wiki/Snowy_egret,https://www.allaboutbirds.org/guide/Snowy_Egret/overview,https://www.allaboutbirds.org/guide/assets/photo/31915631-1280px.jpg,https://macaulaylibrary.org/asset/104850961,,,
Little Blue Heron,--XXRX-,https://upload.wikimedia.org/wikipedia/commons/7/77/Egretta_caerulea_-Cananeia%2C_Sao_Paulo%2C_Brasil-8.jpg,https://ebird.org/species/libher,https://en.wikipedia.org/wiki/Little_blue_heron,https://www.allaboutbirds.org/guide/Little_Blue_Heron/overview,https://www.allaboutbirds.org/guide/assets/photo/32319641-1280px.jpg,https://macaulaylibrary.org/asset/134113,,,
Cattle Egret,-XRXXX-,https://upload.wikimedia.org/wikipedia/commons/b/b8/Cattle_Egret_%2844750698191%29.jpg,https://ebird.org/species/categr,https://en.wikipedia.org/wiki/Cattle_egret,https://www.allaboutbirds.org/guide/Cattle_Egret/overview,https://www.allaboutbirds.org/guide/assets/photo/24987541-1280px.jpg,https://macaulaylibrary.org/asset/278709,,,
Green Heron,-XFFFFR,https://upload.wikimedia.org/wikipedia/commons/f/f3/Butorides_virescens2.jpg,https://ebird.org/species/grnher/,https://en.wikipedia.org/wiki/Green_heron,https://www.allaboutbirds.org/guide/Green_Heron/overview,https://www.allaboutbirds.org/guide/assets/photo/32307751-1280px.jpg,https://macaulaylibrary.org/asset/28887711,,,
Black-crowned Night-Heron,XRRUURX,https://upload.wikimedia.org/wikipedia/commons/2/27/BCNH_CMCNJ_for_Wiki.png,https://ebird.org/species/bcnher,https://en.wikipedia.org/wiki/Black-crowned_night_heron,https://www.allaboutbirds.org/guide/Black-crowned_Night-Heron/overview,https://www.allaboutbirds.org/guide/assets/photo/31504691-1280px.jpg,https://macaulaylibrary.org/asset/170695891,,,
Turkey Vulture,XUFUUFR,https://upload.wikimedia.org/wikipedia/commons/7/78/Cathartes_aura_-Santa_Teresa_County_Park%2C_San_Jose%2C_California%2C_USA_-adult-8a.jpg,https://ebird.org/species/turvul,https://en.wikipedia.org/wiki/Turkey_vulture,https://www.allaboutbirds.org/guide/Turkey_Vulture/overview,https://www.allaboutbirds.org/guide/assets/photo/31755791-1280px.jpg,https://macaulaylibrary.org/asset/199905751,,,
Osprey,-RUUUUR,https://upload.wikimedia.org/wikipedia/commons/0/01/2010-kabini-osprey.jpg,https://ebird.org/species/osprey,https://en.wikipedia.org/wiki/Osprey,https://www.allaboutbirds.org/guide/Osprey/overview,https://www.allaboutbirds.org/guide/assets/photo/137797491-1280px.jpg,https://macaulaylibrary.org/asset/34075051,,,
Golden Eagle,-----XX,https://upload.wikimedia.org/wikipedia/commons/4/4b/%D0%91%D0%B5%D1%80%D0%BA%D1%83%D1%82_%28Aquila_chrysaetos%29.jpg,https://ebird.org/species/goleag,https://en.wikipedia.org/wiki/Golden_eagle,https://www.allaboutbirds.org/guide/Golden_Eagle/id,https://www.allaboutbirds.org/guide/assets/photo/32273781-1280px.jpg,https://macaulaylibrary.org/asset/202143881,,,
Northern Harrier,UURXXUU,https://upload.wikimedia.org/wikipedia/commons/c/c8/Northern_%28Hen%29_Harrier.jpg,https://ebird.org/species/norhar2,https://en.wikipedia.org/wiki/Northern_harrier,https://www.allaboutbirds.org/guide/Northern_Harrier/id,https://www.allaboutbirds.org/guide/assets/photo/31722201-1280px.jpg,https://macaulaylibrary.org/asset/247994031,,,
Sharp-shinned Hawk,RUU--FU,https://upload.wikimedia.org/wikipedia/commons/c/c9/Accipiter_striatus%2C_Canet_Road%2C_San_Luis_Obispo_1.jpg,https://ebird.org/species/shshaw/,https://en.wikipedia.org/wiki/Sharp-shinned_hawk,https://www.allaboutbirds.org/guide/Sharp-shinned_Hawk/id,https://www.allaboutbirds.org/guide/assets/photo/31914321-1280px.jpg,https://macaulaylibrary.org/asset/91176131,,,
Cooper's Hawk,UFUUUFU,https://upload.wikimedia.org/wikipedia/commons/a/a9/Cooper%27s_Hawk_on_Seedskadee_National_Wildlife_Refuge_%2826108620533%29.jpg,https://ebird.org/species/coohaw,https://en.wikipedia.org/wiki/Cooper's_hawk,https://www.allaboutbirds.org/guide/coopers_hawk/id,https://www.allaboutbirds.org/guide/assets/photo/31504731-1280px.jpg,https://macaulaylibrary.org/asset/109074,,,
Northern Goshawk,XR----R,https://upload.wikimedia.org/wikipedia/commons/8/81/Northern_Goshawk_ad_M2.jpg,https://ebird.org/species/norgos,https://en.wikipedia.org/wiki/Northern_goshawk,https://www.allaboutbirds.org/guide/Northern_Goshawk/id,https://www.allaboutbirds.org/guide/assets/photo/31754261-1280px.jpg,https://macaulaylibrary.org/asset/166822011,,,
Bald Eagle,URRRRRU,https://upload.wikimedia.org/wikipedia/commons/1/1a/About_to_Launch_%2826075320352%29.jpg,https://ebird.org/species/baleag,https://en.wikipedia.org/wiki/Bald_eagle,https://www.allaboutbirds.org/guide/bald_eagle/id,https://ebird.org/species/baleag,https://macaulaylibrary.org/asset/200943,,,
Red-shouldered Hawk,XXR--RU,https://upload.wikimedia.org/wikipedia/commons/6/62/Red-shouldered_Hawk_%28Buteo_lineatus%29_-_Blue_Cypress_Lake%2C_Florida.jpg,https://ebird.org/species/reshaw,https://en.wikipedia.org/wiki/Red-shouldered_hawk,https://www.allaboutbirds.org/guide/Red-shouldered_Hawk/id,https://www.allaboutbirds.org/guide/assets/photo/32257721-1280px.jpg,https://macaulaylibrary.org/asset/229090,,,
Broad-winged Hawk,--URRFR,https://upload.wikimedia.org/wikipedia/commons/9/99/Julie_Waters_broad_winged_hawk.JPG,https://ebird.org/species/brwhaw,https://en.wikipedia.org/wiki/Broad-winged_hawk,https://www.allaboutbirds.org/guide/Broad-winged_Hawk/id,https://www.allaboutbirds.org/guide/assets/photo/25194071-1280px.jpg,https://macaulaylibrary.org/asset/4308,,,
Red-tailed Hawk,CCCFFCC,https://upload.wikimedia.org/wikipedia/commons/5/51/Buteo_jamaicensis_-John_Heinz_National_Wildlife_Refuge_at_Tinicum%2C_Pennsylvania%2C_USA-8.jpg,https://ebird.org/species/rethaw,https://en.wikipedia.org/wiki/Red-tailed_hawk,https://www.allaboutbirds.org/guide/Red-tailed_Hawk/id,https://www.allaboutbirds.org/guide/assets/photo/31503941-1280px.jpg,https://ebird.org/species/rethaw,,,
Rough-legged Hawk,RR----R,https://upload.wikimedia.org/wikipedia/commons/e/e4/Buteo_lagopus_29283.JPG,https://ebird.org/species/rolhaw,https://en.wikipedia.org/wiki/Rough-legged_buzzard,https://www.allaboutbirds.org/guide/Rough-legged_Hawk/id,https://www.allaboutbirds.org/guide/assets/photo/31919711-1280px.jpg,https://macaulaylibrary.org/asset/203915941,,,
Eastern Screech-Owl,FFURRRU,https://upload.wikimedia.org/wikipedia/commons/3/3d/Eastern_Screech_Owl.jpg,https://ebird.org/species/easowl1/,https://en.wikipedia.org/wiki/Eastern_screech_owl,https://www.allaboutbirds.org/guide/Eastern_Screech-Owl/id,https://www.allaboutbirds.org/guide/assets/photo/32267961-1280px.jpg,https://macaulaylibrary.org/asset/168804731,,,
Great Horned Owl,FFFUUUF,https://upload.wikimedia.org/wikipedia/commons/2/23/Bubo_virginianus_06.jpg,https://ebird.org/species/grhowl,https://en.wikipedia.org/wiki/Great_horned_owl,https://www.allaboutbirds.org/guide/Great_Horned_Owl/overview,https://www.allaboutbirds.org/guide/assets/photo/25036171-1280px.jpg,https://macaulaylibrary.org/asset/132729861,,,
Barred Owl,URR---R,https://upload.wikimedia.org/wikipedia/commons/3/3c/Strix-varia-005.jpg,https://ebird.org/species/brdowl/,https://en.wikipedia.org/wiki/Barred_owl,https://www.allaboutbirds.org/guide/Barred_Owl/id,https://www.allaboutbirds.org/guide/assets/photo/31916191-1280px.jpg,https://macaulaylibrary.org/asset/93169341,,,
Long-eared Owl,URX---R,https://upload.wikimedia.org/wikipedia/commons/e/ef/Asio_otus_1_%28Martin_Mecnarowski%29.jpg,https://ebird.org/species/loeowl,https://en.wikipedia.org/wiki/Long-eared_owl,https://www.allaboutbirds.org/guide/Long-eared_Owl/id,https://www.allaboutbirds.org/guide/assets/photo/32319951-1280px.jpg,https://macaulaylibrary.org/audio/49057,,,
Short-eared Owl,UXX---R,https://upload.wikimedia.org/wikipedia/commons/6/61/Short_eared_owl_kuwait_by_irvin_calicut_DSCN0576.jpg,https://ebird.org/species/sheowl,https://en.wikipedia.org/wiki/Short-eared_owl,https://www.allaboutbirds.org/guide/Short-eared_Owl/id,https://www.allaboutbirds.org/guide/assets/photo/31504491-1280px.jpg,https://ebird.org/species/sheowl,,,
Northern Saw-whet Owl,RX----R,https://upload.wikimedia.org/wikipedia/commons/3/39/Aegolius_acadicus_-Fossil%2C_Oregon%2C_USA_-juvenile-8.jpg,https://ebird.org/species/nswowl,https://en.wikipedia.org/wiki/Northern_saw-whet_owl,https://www.allaboutbirds.org/guide/Northern_Saw-whet_Owl/id,https://www.allaboutbirds.org/guide/assets/photo/32322881-1280px.jpg,https://macaulaylibrary.org/audio/42199,,,
Belted Kingfisher,RFFUUFU,https://upload.wikimedia.org/wikipedia/commons/8/8f/Belted_Kingfisher.jpg,https://ebird.org/species/belkin1,https://en.wikipedia.org/wiki/Belted_kingfisher,https://www.allaboutbirds.org/guide/Belted_Kingfisher/id,https://www.allaboutbirds.org/guide/assets/photo/31955671-1280px.jpg,https://macaulaylibrary.org/audio/105632,,,
Yellow-bellied Sapsucker,XUU--UU,https://upload.wikimedia.org/wikipedia/commons/b/b3/Sphyrapicus_varius.jpg,https://ebird.org/species/yebsap,https://en.wikipedia.org/wiki/Yellow-bellied_sapsucker,https://www.allaboutbirds.org/guide/Yellow-bellied_Sapsucker/id,https://www.allaboutbirds.org/guide/assets/photo/31920831-1280px.jpg,https://macaulaylibrary.org/asset/132198,,,
Red-headed Woodpecker,XRUUUUR,https://upload.wikimedia.org/wikipedia/commons/a/ac/Melanerpes_erythrocephalus_-tree_trunk-USA.jpg,https://ebird.org/species/rehwoo,https://en.wikipedia.org/wiki/Red-headed_woodpecker,https://www.allaboutbirds.org/guide/Red-headed_Woodpecker/id,https://www.allaboutbirds.org/guide/assets/photo/25036821-1280px.jpg,https://macaulaylibrary.org/asset/105406,,,
Red-bellied Woodpecker,FFFFFFF,,https://ebird.org/species/rebwoo,https://en.wikipedia.org/wiki/Red-bellied_woodpecker,https://www.allaboutbirds.org/guide/Red-bellied_Woodpecker/id,https://www.allaboutbirds.org/guide/assets/photo/34470651-1280px.jpg,https://macaulaylibrary.org/asset/105714,,https://upload.wikimedia.org/wikipedia/commons/1/12/Red-bellied_Woodpecker-27527.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a8/Red-bellied_Woodpecker_Female.jpg
Downy Woodpecker,CCCCCCC,,https://ebird.org/species/dowwoo,https://en.wikipedia.org/wiki/Downy_woodpecker,https://www.allaboutbirds.org/guide/Downy_Woodpecker/id,https://www.allaboutbirds.org/guide/assets/photo/32267171-1280px.jpg,https://macaulaylibrary.org/asset/75518341,,https://upload.wikimedia.org/wikipedia/commons/2/20/Downy_Woodpecker01.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c1/FemaleDownyWoodpecker.jpg
Hairy Woodpecker,FUUUUUU,,https://ebird.org/species/haiwoo,https://en.wikipedia.org/wiki/Hairy_woodpecker,https://www.allaboutbirds.org/guide/Hairy_Woodpecker/id,https://www.allaboutbirds.org/guide/assets/photo/31947571-1280px.jpg,https://macaulaylibrary.org/asset/211302481,,https://upload.wikimedia.org/wikipedia/commons/1/1f/Picoides-villosus-001.jpg,https://upload.wikimedia.org/wikipedia/commons/9/95/Hairy_Woodpecker_%28female%29.jpg
Pileated Woodpecker,RUURRRR,https://upload.wikimedia.org/wikipedia/commons/1/12/PileatedWoodpeckerFeedingonTree%2C_crop.jpg,https://ebird.org/species/pilwoo,https://en.wikipedia.org/wiki/Pileated_woodpecker,https://www.allaboutbirds.org/guide/Pileated_Woodpecker/id,https://www.allaboutbirds.org/guide/assets/photo/32323421-1280px.jpg,https://ebird.org/species/pilwoo,,,
Northern Flicker,RUCCCCF,,https://ebird.org/species/norfli,https://en.wikipedia.org/wiki/Northern_flicker,https://www.allaboutbirds.org/guide/Northern_Flicker/id,https://www.allaboutbirds.org/guide/assets/photo/183984281-1280px.jpg,https://macaulaylibrary.org/asset/94346,,https://upload.wikimedia.org/wikipedia/commons/0/02/NorthernFlicker-male.jpg,https://upload.wikimedia.org/wikipedia/commons/4/40/Northern_Flicker.jpg
American Kestrel,FFFFFFF,,https://ebird.org/species/amekes,https://en.wikipedia.org/wiki/American_kestrel,https://www.allaboutbirds.org/guide/American_Kestrel/id,https://www.allaboutbirds.org/guide/assets/photo/31919181-1280px.jpg,https://macaulaylibrary.org/asset/133146,,https://upload.wikimedia.org/wikipedia/commons/7/73/AmericanKestrel02.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f9/Female_American_Kestrel.jpg
Merlin,XRX--RU,https://upload.wikimedia.org/wikipedia/commons/9/9e/Merlin_prey_fencepost_Cochrane_cropped.jpg,https://ebird.org/species/merlin,https://en.wikipedia.org/wiki/Merlin_(bird),https://www.allaboutbirds.org/guide/merlin/id,https://www.allaboutbirds.org/guide/assets/photo/31503671-1280px.jpg,https://macaulaylibrary.org/asset/4408,,,
Peregrine Falcon,XRRXXRU,https://upload.wikimedia.org/wikipedia/commons/9/9a/Falco_peregrinus_good_-_Christopher_Watson.jpg,https://ebird.org/species/perfal,https://en.wikipedia.org/wiki/Peregrine_falcon,https://www.allaboutbirds.org/guide/Peregrine_Falcon/id,https://www.allaboutbirds.org/guide/assets/photo/31920761-1280px.jpg,https://macaulaylibrary.org/asset/16935,,,
Monk Parakeet,RRRRRRR,https://upload.wikimedia.org/wikipedia/commons/5/5c/Monk_Parakeet_%28Myiopsitta_monachus%29_%2828420470712%29.jpg,https://ebird.org/species/monpar,https://en.wikipedia.org/wiki/Monk_parakeet,https://www.allaboutbirds.org/guide/Monk_Parakeet/overview,https://www.allaboutbirds.org/guide/assets/photo/41327091-1280px.jpg,https://macaulaylibrary.org/audio/34861,,,
Olive-sided Flycatcher,--U-XU-,https://upload.wikimedia.org/wikipedia/commons/8/86/Olive-sided_Flycatcher.jpg,https://ebird.org/species/olsfly,https://en.wikipedia.org/wiki/Olive-sided_flycatcher,https://www.allaboutbirds.org/guide/Olive-sided_Flycatcher/id,https://www.allaboutbirds.org/guide/assets/photo/39455181-1280px.jpg,https://macaulaylibrary.org/asset/42268,,,
Eastern Wood-Pewee,--FFFF-,https://upload.wikimedia.org/wikipedia/commons/3/3b/Eastern_Peewee-Yucat%C3%A1n.jpg,https://ebird.org/species/eawpew,https://en.wikipedia.org/wiki/Eastern_wood_pewee,https://www.allaboutbirds.org/guide/Eastern_Wood-Pewee/id,https://www.allaboutbirds.org/guide/assets/photo/76723041-1280px.jpg,https://macaulaylibrary.org/audio/61838,,,
Yellow-bellied Flycatcher,--U--R-,https://upload.wikimedia.org/wikipedia/commons/b/bc/Yellow-bellied_Flycatcher_-_Empidonax_flaviventris.jpg,https://ebird.org/species/yebfly/,https://en.wikipedia.org/wiki/Yellow-bellied_flycatcher,https://www.allaboutbirds.org/guide/Yellow-bellied_Flycatcher/id,https://www.allaboutbirds.org/guide/assets/photo/32007981-1280px.jpg,https://macaulaylibrary.org/asset/100881,,,
Acadian Flycatcher,--RRXX-,https://upload.wikimedia.org/wikipedia/commons/2/21/Acadian_Flycatcher.jpg,https://ebird.org/species/acafly,https://en.wikipedia.org/wiki/Acadian_flycatcher,https://www.allaboutbirds.org/guide/Acadian_Flycatcher/id,https://www.allaboutbirds.org/guide/assets/photo/73623811-1280px.jpg,https://www.allaboutbirds.org/guide/assets/photo/73623811-1280px.jpg,,,
